cpse_code,material_code,description,uom,category,subcategory,manufacturer,manufacturer_part_number,material_grade,size,pressure_class,voltage,power,frequency,diameter,schedule,seal_type,body_material,trim_material,end_connection,plant
NEC,NEC-SYN-486073,[SYN] INSTRUMENTATION ENDRESS+HAUSER H2KT-9A29-ZZAN-40YE-H5ZX 7754 BAR MODBUS SANITARY 1.0%,EACH,CAT-INS,Instrumentation,Endress+Hauser,H2KT-9A29-ZZAN-40YE-H5ZX,,,,,,,,,,,,,PLANT-4
BUS,BUS-SYN-927451,[SYN] INSTRUMENTATION ENDRESS+HAUSER H2KT-9A29-ZZAN-40YE-H5ZX-INCOMPAT,EACH,CAT-INS,Instrumentation,Endress+Hauser,H2KT-9A29-ZZAN-40YE-H5ZX-INCOMPAT,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-922006,[SYN] PPE HONEYWELL RF9H-K5PY-G8VJ-70ZJ M KEVLAR ANSI HI-VIS,EACH,CAT-PPE,PPE,Honeywell,RF9H-K5PY-G8VJ-70ZJ,,M,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-696252,[SYN] PPE HONEYWELL RF9H-K5PY-G8VJ-70ZJ-INCOMPAT M,EACH,CAT-PPE,PPE,Honeywell,RF9H-K5PY-G8VJ-70ZJ-INCOMPAT,,M,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-386492,[SYN] PPE 3M I0TX-MAT7-P8R4-6GKR 10 LEATHER ANSI RED,EACH,CAT-PPE,PPE,3M,I0TX-MAT7-P8R4-6GKR,,10,,,,,,,,,,,PLANT-2
AHM,AHM-SYN-790768,[SYN] PPE 3M I0TX-MAT7-P8R4-6GKR-INCOMPAT 10,EACH,CAT-PPE,PPE,3M,I0TX-MAT7-P8R4-6GKR-INCOMPAT,,10,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-513440,[SYN] BEARING SKF 5JSWYTVB5OGX (E.G. 6204-2RS1/C3) 1336 INCH 1761 INCH 437 MM Z,EACH,CAT-BRG,Bearing,SKF,5JSWYTVB5OGX (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-1
BUS,BUS-SYN-182781,[SYN] BRNG SKF 5JSWYTVB5OGX (E.G. 6204-2RS1/C3) Z,EACH,CAT-BRG,Bearing,SKF,5JSWYTVB5OGX (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-1
BUS,BUS-SYN-295130,[SYN] PPE MSA SAFETY G09T-1EZI-TWBY-Q13A XL LEATHER ANSI YELLOW,EACH,CAT-PPE,PPE,MSA Safety,G09T-1EZI-TWBY-Q13A,,XL,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-166500,[SYN] PPE MSA SAFETY G09T-1EZI-TWBY-Q13A-INCOMPAT XL,EACH,CAT-PPE,PPE,MSA Safety,G09T-1EZI-TWBY-Q13A-INCOMPAT,,XL,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-755698,[SYN] LUBRICANT SHELL PR4S U3XZ WCXE - I0WW ISO VG 32 PAG NLGI 2 380 KG,EACH,CAT-LUB,Lubricant,Shell,PR4S U3XZ WCXE - I0WW,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-469844,[SYN] LUBRICANT SHELL PR4S U3XZ WCXE - I0WW-INCOMPAT,EACH,CAT-LUB,Lubricant,Shell,PR4S U3XZ WCXE - I0WW-INCOMPAT,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-603372,[SYN] FLANGE CHW FORGE IBX9-CM8Y-8EDU-KSB5-1J0Y 37.06 MM 300# THREADED FLAT FACE (FF),EACH,CAT-FLG,Flange,CHW Forge,IBX9-CM8Y-8EDU-KSB5-1J0Y,,37.06 mm,300#,,,,,,,,,,PLANT-1
GME,GME-SYN-840035,[SYN] FLANGE CHW 300# FORGE 37.06 MM IBX9-CM8Y-8EDU-KSB5-1J0Y-INCOMPAT,EACH,CAT-FLG,Flange,CHW Forge,IBX9-CM8Y-8EDU-KSB5-1J0Y-INCOMPAT,,37.06 mm,300#,,,,,,,,,,PLANT-1
CPI,CPI-SYN-839912,[SYN] CABLE POLYCAB QNDGC X LQ6Y SQMM E69G/TVQD 3Z9K 57 EACH 97.1 MM2 1.1KV EPR,EACH,CAT-CBL,Cable,Polycab,QNDGC x LQ6Y sqmm E69G/TVQD 3Z9K,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-564032,[SYN] CABLE 3Z9K-INCOMPAT X QNDGC SQMM LQ6Y POLYCAB E69G/TVQD,EACH,CAT-CBL,Cable,Polycab,QNDGC x LQ6Y sqmm E69G/TVQD 3Z9K-INCOMPAT,,,,,,,,,,,,,PLANT-1
GME,GME-SYN-306929,[SYN] GASKET LAMONS E1NP-TUQX-64BH-OBAE-5E2R-92LO 62.02 MM 900# CNAF PTFE,EACH,CAT-GSK,Gasket,Lamons,E1NP-TUQX-64BH-OBAE-5E2R-92LO,,62.02 mm,900#,,,,,,,,,,PLANT-4
BUS,BUS-SYN-471468,[SYN] GASKET LAMONS E1NP-TUQX-64BH-OBAE-5E2R-92LO-INCOMPAT 62.02 MM 900#,EACH,CAT-GSK,Gasket,Lamons,E1NP-TUQX-64BH-OBAE-5E2R-92LO-INCOMPAT,,62.02 mm,900#,,,,,,,,,,PLANT-4
GME,GME-SYN-692772,[SYN] CABLE PRYSMIAN WO95C X N43X SQMM QUHG/CMUV 9W1P 4 EACH 1.47 AWG 11KV EPR,EACH,CAT-CBL,Cable,Prysmian,WO95C x N43X sqmm QUHG/CMUV 9W1P,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-690442,[SYN] CABLE QUHG/CMUV SQMM PRYSMIAN 9W1P-INCOMPAT X N43X WO95C,EACH,CAT-CBL,Cable,Prysmian,WO95C x N43X sqmm QUHG/CMUV 9W1P-INCOMPAT,,,,,,,,,,,,,PLANT-4
CPI,CPI-SYN-702933,[SYN] FASTENER KAMAX M03U-C3ABXA4C2-BDR0-KKTU 91 MM 56 INCH L7 UNC,EACH,CAT-FST,Fastener,Kamax,M03U-C3ABxA4C2-BDR0-KKTU,,,,,,,91 mm,,,,,,PLANT-5
GME,GME-SYN-492329,[SYN] FASTENER KAMAX M03P-C3ABXA4C2-BDR0-KKTU-INCOMPAT MM 91,EACH,CAT-FST,Fastener,Kamax,M03U-C3ABxA4C2-BDR0-KKTU-INCOMPAT,,,,,,,91 mm,,,,,,PLANT-5
CPI,CPI-SYN-829716,[SYN] LUBRICANT CASTROL Z5FS NMTK RIYR - PNWH ISO VG 32 SYNTHETIC (PAO) NLGI 3 315 L,EACH,CAT-LUB,Lubricant,Castrol,Z5FS NMTK RIYR - PNWH,,,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-160917,[SYN] LUBRICANT CASTROL Z5FS NMTK RIYR - PNWH-INCOMPAT,EACH,CAT-LUB,Lubricant,Castrol,Z5FS NMTK RIYR - PNWH-INCOMPAT,,,,,,,,,,,,,PLANT-4
CPI,CPI-SYN-130312,[SYN] INSTRUMENTATION WIKA RMHQ-NJFM-BMQG-7RPH-8YLK 5403 BAR HART FLANGED 2 INCH 0.1%,EACH,CAT-INS,Instrumentation,WIKA,RMHQ-NJFM-BMQG-7RPH-8YLK,,,,,,,,,,,,,PLANT-2
GME,GME-SYN-185136,[SYN] INSTRUMENTATION RMHQ-NJFM-BMQG-7RPH-8YLK-INCOMPAT WIKA,EACH,CAT-INS,Instrumentation,WIKA,RMHQ-NJFM-BMQG-7RPH-8YLK-INCOMPAT,,,,,,,,,,,,,PLANT-2
GME,GME-SYN-865267,[SYN] INSTRUMENTATION WIKA MNU0-L0E7-DRWR-XVFA-PLDI 3739 BAR HART FLANGED 2 INCH 0.5%,EACH,CAT-INS,Instrumentation,WIKA,MNU0-L0E7-DRWR-XVFA-PLDI,,,,,,,,,,,,,PLANT-2
CPI,CPI-SYN-701117,[SYN] INSTRUMENTATIOR WIKA MNU0-L0E7-DRWR-XVFA-PLDI-INCOMPAT,EACH,CAT-INS,Instrumentation,WIKA,MNU0-L0E7-DRWR-XVFA-PLDI-INCOMPAT,,,,,,,,,,,,,PLANT-2
GME,GME-SYN-694761,[SYN] VALVE CRANE ONNT-B5BH-PN1T-BH0J-DDXZ-B7EK 49.45 MM 150# LCC LUG,EACH,CAT-VLV,Valve,Crane,ONNT-B5BH-PN1T-BH0J-DDXZ-B7EK,,49.45 mm,150#,,,,,,,LCC,,Lug,PLANT-4
GME,GME-SYN-162137,[SYN] VALVE CRANE ONNT-B5BH-PN1T-BH0J-DDXZ-B7EK 49.45 MM 150# LCC LUG,EACH,CAT-VLV,Valve,Crane,ONNT-B5BH-PN1T-BH0J-DDXZ-B7EK,,49.45 mm,150#,,,,,,,LCC,,CONFLICTING_VAL,PLANT-4
NEC,NEC-SYN-302450,[SYN] PPE ANSELL Q1C1-JXEI-LK4R-WBDS 9 LEATHER ANSI HI-VIS,EACH,CAT-PPE,PPE,Ansell,Q1C1-JXEI-LK4R-WBDS,,9,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-275255,[SYN] PPE ANSELL Q1C1-JXEI-LK4R-WBDS-INCOMPAT 9,EACH,CAT-PPE,PPE,Ansell,Q1C1-JXEI-LK4R-WBDS-INCOMPAT,,9,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-353440,[SYN] CABLE NEXANS UBUVC X SN0H SQMM R28A/4DDY GY90 54 EACH 116.78 MM2 33KV RUBBER,EACH,CAT-CBL,Cable,Nexans,UBUVC x SN0H sqmm R28A/4DDY GY90,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-482541,[SYN] CABLE NEXANS UBUVC X SN0H SQMM R28A/4DDY GY90-INCOMPAT,EACH,CAT-CBL,Cable,Nexans,UBUVC x SN0H sqmm R28A/4DDY GY90-INCOMPAT,,,,,,,,,,,,,PLANT-3
GME,GME-SYN-958506,[SYN] LUBRICANT MOBIL S5KK DA59 UM8G - 5O8Z ISO VG 68 SILICONE NLGI 2 670 L,EACH,CAT-LUB,Lubricant,Mobil,S5KK DA59 UM8G - 5O8Z,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-111680,[SYN] LUBRICANT MOBIL S5KK DA59 UM8G - 5O8Z-INCOMPAT,EACH,CAT-LUB,Lubricant,Mobil,S5KK DA59 UM8G - 5O8Z-INCOMPAT,,,,,,,,,,,,,PLANT-4
BUS,BUS-SYN-297782,[SYN] PPE DUPONT 7A8V-RT8E-NCHM-3DC5 7 NITRILE EN 388 WHITE,EACH,CAT-PPE,PPE,DuPont,7A8V-RT8E-NCHM-3DC5,,7,,,,,,,,,,,PLANT-5
NEC,NEC-SYN-212938,[SYN] PPE 7 7A8V-RT8E-NCHM-3DC5-INCOMPAT DUPONT,EACH,CAT-PPE,PPE,DuPont,7A8V-RT8E-NCHM-3DC5-INCOMPAT,,7,,,,,,,,,,,PLANT-5
CPI,CPI-SYN-781458,[SYN] LUBRICANT TOTALENERGIES A38Y F442 L7MA - ED8L ISO VG 46 PAG NLGI 0 202 KG,EACH,CAT-LUB,Lubricant,TotalEnergies,A38Y F442 L7MA - ED8L,,,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-292413,[SYN] LUBRICANT TOTALENERGIES A38Y F442 L7MA - ED8L-INCOMPAT,EACH,CAT-LUB,Lubricant,TotalEnergies,A38Y F442 L7MA - ED8L-INCOMPAT,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-781828,[SYN] LUBRICANT SHELL Q54G FB2Z 1BKZ - W8KD SAE 10W-40 MINERAL NLGI 3 746 KG,EACH,CAT-LUB,Lubricant,Shell,Q54G FB2Z 1BKZ - W8KD,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-331840,[SYN] LUBRICANT SHELL Q54G FB2Z 1BKZ - W8KD-INCOMPAT,EACH,CAT-LUB,Lubricant,Shell,Q54G FB2Z 1BKZ - W8KD-INCOMPAT,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-793708,[SYN] CABLE LAPP 790QC X LDLD SQMM 8ZWC/B7F8 L0CG 9 EACH 262.3 MM2 3.3KV EPR,EACH,CAT-CBL,Cable,LAPP,790QC x LDLD sqmm 8ZWC/B7F8 L0CG,,,,,,,,,,,,,PLANT-2
AHM,AHM-SYN-185984,[SYN] CABLE LAPP 790QC X LDLD SQMM 8ZWC/B7F8 L0CG-INCOMPAT,EACH,CAT-CBL,Cable,LAPP,790QC x LDLD sqmm 8ZWC/B7F8 L0CG-INCOMPAT,,,,,,,,,,,,,PLANT-2
BUS,BUS-SYN-144670,[SYN] FASTENER WÜRTH 1KFA-DXNSX2CKQ-DA8Y-UP2D 99 INCH 427 MM B7 METRIC COARSE,EACH,CAT-FST,Fastener,Würth,1KFA-DXNSx2CKQ-DA8Y-UP2D,,,,,,,99 inch,,,,,,PLANT-2
AHM,AHM-SYN-590962,[SYN] FASTENER WÜRTH 1KFA-DXNSX2CKQ-DA8Y-UP2D-INCOMPAT 99 INCH,EACH,CAT-FST,Fastener,Würth,1KFA-DXNSx2CKQ-DA8Y-UP2D-INCOMPAT,,,,,,,99 inch,,,,,,PLANT-2
AHM,AHM-SYN-173781,[SYN] INSTRUMENTATION ROSEMOUNT AJLJ-MFR3-FBF2-3PJE-9YDX 741 DEGF PROFIBUS 1/4 NPT 0.5%,EACH,CAT-INS,Instrumentation,Rosemount,AJLJ-MFR3-FBF2-3PJE-9YDX,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-476646,[SYN] INSTRUMENTATION ROSEMOUNT AJLJ-MFR3-FBF2-3PJE-9YDX-INCOMPAT,EACH,CAT-INS,Instrumentation,Rosemount,AJLJ-MFR3-FBF2-3PJE-9YDX-INCOMPAT,,,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-122499,[SYN] PIPE ARCELORMITTAL CX67-057Y-9IBC-2NL1-E2RV 73.35 INCH XXS API 5L X52 10 FT,EACH,CAT-PIP,Pipe,ArcelorMittal,CX67-057Y-9IBC-2NL1-E2RV,API 5L X52,,,,,,73.35 inch,XXS,,,,,PLANT-3
BUS,BUS-SYN-417027,[SYN] PIPE ARCELORMITTAL CX67-057Y-9IBC-2NL1-E2RV 73.35 INCH XXS API 5L X52,EACH,CAT-PIP,Pipe,ArcelorMittal,CX67-057Y-9IBC-2NL1-E2RV,CONFLICTING_VAL,,,,,,73.35 inch,XXS,,,,,PLANT-3
BUS,BUS-SYN-534374,[SYN] INSTRUMENTATION HONEYWELL G34V-45EA-0ZO1-SSIH-WRJV 2875 DEGC 0-10V 1/2 NPT 0.5%,EACH,CAT-INS,Instrumentation,Honeywell,G34V-45EA-0ZO1-SSIH-WRJV,,,,,,,,,,,,,PLANT-5
CPI,CPI-SYN-215668,[SYN] INSTRUMENTATION HONEYWELL G34V-45EA-0ZO1-SSIH-WRJV-INCOMPAT,EACH,CAT-INS,Instrumentation,Honeywell,G34V-45EA-0ZO1-SSIH-WRJV-INCOMPAT,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-608082,[SYN] PUMP KSB SIJN-P17E-P3WI-KYYI 13044 GPM 937 M 1082.35 HP,EACH,CAT-PMP,Pump,KSB,SIJN-P17E-P3WI-KYYI,,,,,1082.35 HP,,,,,,,,PLANT-2
NEC,NEC-SYN-784648,[SYN] PUMP KSB SIJN-P17E-P3WI-KYYI-INCOMPAT 1082.35 HP,EACH,CAT-PMP,Pump,KSB,SIJN-P17E-P3WI-KYYI-INCOMPAT,,,,,1082.35 HP,,,,,,,,PLANT-2
GME,GME-SYN-625850,[SYN] PPE MSA SAFETY T9I9-4P9T-WPYJ-QL1O XXL NITRILE EN 388 RED,EACH,CAT-PPE,PPE,MSA Safety,T9I9-4P9T-WPYJ-QL1O,,XXL,,,,,,,,,,,PLANT-2
GME,GME-SYN-660038,[SYN] PPE MSA SAFETY T9I9-4P9T-WPYJ-QL1O-INCOMPAT XXL,EACH,CAT-PPE,PPE,MSA Safety,T9I9-4P9T-WPYJ-QL1O-INCOMPAT,,XXL,,,,,,,,,,,PLANT-2
CPI,CPI-SYN-275868,[SYN] INSTRUMENTATION ROSEMOUNT H2NJ-V7M8-VDE3-OJGQ-7UGI 7872 DEGF HART FLANGED 2 INCH 1.0%,EACH,CAT-INS,Instrumentation,Rosemount,H2NJ-V7M8-VDE3-OJGQ-7UGI,,,,,,,,,,,,,PLANT-1
GME,GME-SYN-630036,[SYN] INSTRUMENTATION ROSEMOUNT H2NJ-V7M8-VDE3-OJGQ-7UGI-INCOMPAT,EACH,CAT-INS,Instrumentation,Rosemount,H2NJ-V7M8-VDE3-OJGQ-7UGI-INCOMPAT,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-640478,[SYN] LUBRICANT KLÜBER K014 67RS 5N5V - CDC4 SAE 10W-40 SYNTHETIC (PAO) NLGI 0 215 KG,EACH,CAT-LUB,Lubricant,Klüber,K014 67RS 5N5V - CDC4,,,,,,,,,,,,,PLANT-2
CPI,CPI-SYN-452650,[SYN] LUBRICANT KLÜBER K014 67RS 5N5V - CDC4-INCOMPAT,EACH,CAT-LUB,Lubricant,Klüber,K014 67RS 5N5V - CDC4-INCOMPAT,,,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-973060,[SYN] INSTRUMENTATION WIKA U6EU-OAAD-9WWJ-0G8H-2KB6 1368 DEGF MODBUS 1/2 NPT 0.25%,EACH,CAT-INS,Instrumentation,WIKA,U6EU-OAAD-9WWJ-0G8H-2KB6,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-319433,[SYN] INSTRUMENTATION WIKA U6EU-OAAD-9WWJ-0G8H-2KB6-INCOMPAT,EACH,CAT-INS,Instrumentation,WIKA,U6EU-OAAD-9WWJ-0G8H-2KB6-INCOMPAT,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-492115,[SYN] LUBRICANT CASTROL Q3WY 25OW PZMN - 6XH6 ISO VG 68 PAG NLGI 2 116 KG,EACH,CAT-LUB,Lubricant,Castrol,Q3WY 25OW PZMN - 6XH6,,,,,,,,,,,,,PLANT-1
BUS,BUS-SYN-216984,[SYN] LUBRICANT CASTROL Q3WY 25OW PZMD - 6XH6-INCOMPAT,EACH,CAT-LUB,Lubricant,Castrol,Q3WY 25OW PZMN - 6XH6-INCOMPAT,,,,,,,,,,,,,PLANT-1
GME,GME-SYN-808021,[SYN] VALVE EMERSON QIM2-P06T-2CD5-RMAI-TWUE-HV4Z 67.85 MM 300# A105 WAFER,EACH,CAT-VLV,Valve,Emerson,QIM2-P06T-2CD5-RMAI-TWUE-HV4Z,,67.85 mm,300#,,,,,,,A105,,Wafer,PLANT-5
NEC,NEC-SYN-818821,[SYN] VALVE EMERSON XIM2-P06T-2CD5-RMAI-TWUE-HV4Z 67.85 MM 300# A105 WAFER,EACH,CAT-VLV,Valve,Emerson,QIM2-P06T-2CD5-RMAI-TWUE-HV4Z,,67.85 mm,300#,,,,,,,A105,,CONFLICTING_VAL,PLANT-5
AHM,AHM-SYN-934495,[SYN] GASKET FLEXITALLIC J330-PT94-2RDY-PAWG-HAEZ-J1JU 48.86 INCH 900# CORRUGATED METAL SOFT IRON,EACH,CAT-GSK,Gasket,Flexitallic,J330-PT94-2RDY-PAWG-HAEZ-J1JU,,48.86 inch,900#,,,,,,,,,,PLANT-4
BUS,BUS-SYN-729195,[SYN] GASKET FLEXITALLIC J330-PT94-2RDY-PAWG-HAEZ-J1JU-INCOMPAT 48.86 INCH 900#,EACH,CAT-GSK,Gasket,Flexitallic,J330-PT94-2RDY-PAWG-HAEZ-J1JU-INCOMPAT,,48.86 inch,900#,,,,,,,,,,PLANT-4
GME,GME-SYN-187162,[SYN] CABLE POLYCAB AL3UC X 8IL9 SQMM JLOQ/H5E7 LPDB 26 EACH 862.77 AWG 11KV RUBBER,EACH,CAT-CBL,Cable,Polycab,AL3UC x 8IL9 sqmm JLOQ/H5E7 LPDB,,,,,,,,,,,,,PLANT-1
BUS,BUS-SYN-548844,[SYN] CABLE POLYCAB AL3UC X 8IL9 SQMM JLOQ/H5E7 LPDB-INCOMPAT,EACH,CAT-CBL,Cable,Polycab,AL3UC x 8IL9 sqmm JLOQ/H5E7 LPDB-INCOMPAT,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-983721,[SYN] FLANGE MELESI R6Q2-ML52-BM73-BF5D-Y90K 19.56 MM 900# LAP JOINT RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Melesi,R6Q2-ML52-BM73-BF5D-Y90K,,19.56 mm,900#,,,,,,,,,,PLANT-5
CPI,CPI-SYN-734360,[SYN] FLANGE MELESI R6Q2-ML52-BM73-BF5D-Y90K-INCOMPAT 19.56 MM 900#,EACH,CAT-FLG,Flange,Melesi,R6Q2-ML52-BM73-BF5D-Y90K-INCOMPAT,,19.56 mm,900#,,,,,,,,,,PLANT-5
GME,GME-SYN-731524,[SYN] LUBRICANT TOTALENERGIES HHAX 745T 2E6V - 8VLY ISO VG 68 ESTER NLGI 2 443 L,EACH,CAT-LUB,Lubricant,TotalEnergies,HHAX 745T 2E6V - 8VLY,,,,,,,,,,,,,PLANT-2
CPI,CPI-SYN-303683,[SYN] LUBRICANT TOTALENERGIES HHAX 745T 2E6V - 8VLY-INCOMPAT,EACH,CAT-LUB,Lubricant,TotalEnergies,HHAX 745T 2E6V - 8VLY-INCOMPAT,,,,,,,,,,,,,PLANT-2
GME,GME-SYN-578219,[SYN] ELECTRICAL COMPONENT EATON YGOW-BTT4-DG7S-27QR 4574.1 KA 547158 V 4P 26 KA,EACH,CAT-ELC,Electrical Component,Eaton,YGOW-BTT4-DG7S-27QR,,,,,,,,,,,,,PLANT-5
CPI,CPI-SYN-951398,[SYN] ELECTRICAL COMPONENT EATON YGOW-BTT4-DG7S-27QR-INCOMPAT,EACH,CAT-ELC,Electrical Component,Eaton,YGOW-BTT4-DG7S-27QR-INCOMPAT,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-705003,[SYN] ELECTRICAL COMPONENT SCHNEIDER ELECTRIC 8VYJ-B86B-QD8O-L21P 1255.71 KA 690020 KV 3P 71 KA,EACH,CAT-ELC,Electrical Component,Schneider Electric,8VYJ-B86B-QD8O-L21P,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-325018,[SYN] ELECTRICAL COMPONENT SCHNEIDER ELECTRIC 8VYJ-B86B-QD8O-L21P-INCOMPAT,EACH,CAT-ELC,Electrical Component,Schneider Electric,8VYJ-B86B-QD8O-L21P-INCOMPAT,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-748162,[SYN] LUBRICANT SHELL 5TOI RYHV 5DUS - HMUX ISO VG 46 ESTER NLGI 2 423 L,EACH,CAT-LUB,Lubricant,Shell,5TOI RYHV 5DUS - HMUX,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-600979,[SYN] LUBRICANT 5DUS - 5TOI SHELL RYHV HMUX-INCOMPAT,EACH,CAT-LUB,Lubricant,Shell,5TOI RYHV 5DUS - HMUX-INCOMPAT,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-916434,[SYN] FASTENER HILTI JWPS-VDLGXTYKZ-Y5JJ-6Q55 71 MM 291 MM L7 METRIC FINE,EACH,CAT-FST,Fastener,Hilti,JWPS-VDLGxTYKZ-Y5JJ-6Q55,,,,,,,71 mm,,,,,,PLANT-1
GME,GME-SYN-530421,[SYN] FASTENER HILTI JWPS-VDLGXTYKZ-Y5JJ-6Q55-INCOMPAT 71 MM,EACH,CAT-FST,Fastener,Hilti,JWPS-VDLGxTYKZ-Y5JJ-6Q55-INCOMPAT,,,,,,,71 mm,,,,,,PLANT-1
BUS,BUS-SYN-427916,[SYN] CABLE HAVELLS 3EN4C X DCH7 SQMM 0NC0/10Z4 TF1K 74 EACH 657.21 AWG 1.1KV PVC,EACH,CAT-CBL,Cable,Havells,3EN4C x DCH7 sqmm 0NC0/10Z4 TF1K,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-226586,[SYN] CABLE HAVELLS 3EN4C X DCH7 SQMM 0NC0/10Z4 TF1K-INCOMPAT,EACH,CAT-CBL,Cable,Havells,3EN4C x DCH7 sqmm 0NC0/10Z4 TF1K-INCOMPAT,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-596581,[SYN] GASKET GARLOCK W91U-HO0P-SB0Z-LZTN-RF5D-XOP6 58.69 MM 600# PTFE SOFT IRON,EACH,CAT-GSK,Gasket,Garlock,W91U-HO0P-SB0Z-LZTN-RF5D-XOP6,,58.69 mm,600#,,,,,,,,,,PLANT-2
BUS,BUS-SYN-922927,[SYN] GASKET GARLOCK 600# MM 58.69 W91U-HO0P-SB0Z-LZTN-RF5D-XOP6-INCOMPAT,EACH,CAT-GSK,Gasket,Garlock,W91U-HO0P-SB0Z-LZTN-RF5D-XOP6-INCOMPAT,,58.69 mm,600#,,,,,,,,,,PLANT-2
CPI,CPI-SYN-799629,[SYN] PUMP GRUNDFOS SNM0-GZVN-G64I-W7UZ 13243 M3/H 991 M 1392.04 HP,EACH,CAT-PMP,Pump,Grundfos,SNM0-GZVN-G64I-W7UZ,,,,,1392.04 HP,,,,,,,,PLANT-4
AHM,AHM-SYN-320871,[SYN] PUMP GRUNDFOS SNM0-GZVN-G64I-W7UZ-INCOMPAT 1392.04 HP,EACH,CAT-PMP,Pump,Grundfos,SNM0-GZVN-G64I-W7UZ-INCOMPAT,,,,,1392.04 HP,,,,,,,,PLANT-4
CPI,CPI-SYN-857191,[SYN] PUMP ITT GOULDS B6M3-7O0Y-KQ4B-B0J1 17798 M3/H 770 FT 1474.36 KW,EACH,CAT-PMP,Pump,ITT Goulds,B6M3-7O0Y-KQ4B-B0J1,,,,,1474.36 KW,,,,,,,,PLANT-5
NEC,NEC-SYN-556912,[SYN] PUMP ITT GOULDS B6M3-7O0Y-KQ4B-B0J1-INCOMPAT 1474.36 KW,EACH,CAT-PMP,Pump,ITT Goulds,B6M3-7O0Y-KQ4B-B0J1-INCOMPAT,,,,,1474.36 KW,,,,,,,,PLANT-5
NEC,NEC-SYN-432635,[SYN] PUMP FLOWSERVE FP7Y-S1J2-GN8Y-QSM4 5716 M3/H 2560 FT 545.2 HP,EACH,CAT-PMP,Pump,Flowserve,FP7Y-S1J2-GN8Y-QSM4,,,,,545.2 HP,,,,,,,,PLANT-5
AHM,AHM-SYN-501547,[SYN] PUMP 545.2 FP7Y-S1J2-GN8Y-QSM4-INCOMPAT HP FLOWSERVE,EACH,CAT-PMP,Pump,Flowserve,FP7Y-S1J2-GN8Y-QSM4-INCOMPAT,,,,,545.2 HP,,,,,,,,PLANT-5
NEC,NEC-SYN-183020,[SYN] ELECTRICAL COMPONENT SIEMENS D8PF-FVYG-EVGR-JL09 5414.26 KA 75904 KV 3P 43 KA,EACH,CAT-ELC,Electrical Component,Siemens,D8PF-FVYG-EVGR-JL09,,,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-826562,[SYN] ELECTRICAL D8PF-FVYG-EVGR-JL09-INCOMPAT SIEMENS COMPONENT,EACH,CAT-ELC,Electrical Component,Siemens,D8PF-FVYG-EVGR-JL09-INCOMPAT,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-603743,[SYN] ELECTRICAL COMPONENT SCHNEIDER ELECTRIC 8NAB-Q2R5-VYO2-GSNU 4749.68 KA 107895 KV 2P 126 KA,EACH,CAT-ELC,Electrical Component,Schneider Electric,8NAB-Q2R5-VYO2-GSNU,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-874433,[SYN] ELECTRICAL COMPONENT SCHNEIDER ELECTRIC 8NAB-Q2R5-VYO2-GSNU-INCOMPAT,EACH,CAT-ELC,Electrical Component,Schneider Electric,8NAB-Q2R5-VYO2-GSNU-INCOMPAT,,,,,,,,,,,,,PLANT-1
